0, MARRAKECH - CHARGES DE CLIENTÈLE EN LANGUE ALLEMANDE - RECEPTION D'APPELS,Centres d'appels, Marrakech ,6 heures avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite de la langue allemande + un niveau de français passable. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + primes mensuelles. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV: recrutement@jobdeveloppement.net Tél.0661476387 ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients recrute pour le compte d’un de ses partenaires des conseillers clients germanophones, flamands ou néerlandais. Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Allemand 
168, CASA – CONSEILLERS COMMERCIAUX FRANCOPHONES EN BTOB – SECTEUR BANCAIRE – EXPERIENCE EXIGEE,Centres d'appels, Casablanca ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,"Profil recherché : De formation Bac+2 minimum, vous justifiez d'une expérience réussie dans le service client idéalement en contact BtoB. Vous avez une excellente maîtrise de la langue française et de l’outil informatique. Qualités requises : Fort sens relationnel, Écoute et sens du service, Esprit d’équipe, Dynamisme, Rigueur, Disponibilité, Grandes capacités d'adaptation. Rémunération : - Fixe : 4 200 DHS qui passe à 4 500 DHS après la validation - Primes plafonnées : 2 000 DHS - Bonus trimestriel conditionnée par l’atteinte de la totalité de la prime pendant 3 mois consécutifs : 1 200 DHS Amplitude horaire : - Métiers de la relation client : Du lundi au dimanche de 9h à 21h horaire rotatif / samedi une journée planifiée par défaut / un dimanche off / 2 et une journée off au cours de la semaine. Avantages sociaux : - Un Contrat CDI dès l’intégration - CNSS Mutuelle santé sans délai de carence (1er jour d'intégration) Envoyez-nous votre CV via ce site Tél. 06 68 74 22 84","Descriptif du poste : Vous rejoindrez une des activités de la chaine de valeur du crédit et de la banque à distance, plus précisément au sein de l’activité « Conseil sur ouverture de compte – BtoB ». Vous aurez pour missions principales de répondre aux demandes de nos partenaires concernant des demandes clients de Crédits. En appels entrants, vos missions principales : Vous étudiez les demandes de prêts des clients de nos partenaires professionnels et les accompagnez avec agilité, Vous êtes garant de la réalisation de vos objectifs quantitatifs et qualitatifs pour le développement du chiffre d’affaires de votre activité, Impliqué(e), vous garantissez la satisfaction de nos Clients Vous êtes garant du respect des politiques commerciales de l'entreprise, et des process de traitement métier.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
169, MARRAKECH - SERVICE CLIENT BILINGUE FRANCO-ANGLOPHONE POUR CENTRALE DE RESERVATION INTERNATIONALE,Centres d'appels, Marrakech ,1 semaine avant,Société: E-MEDIAS , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite des deux langues : anglais + français. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + prime de langue + prime production. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez-nous votre CV via ce site ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients sur Marrakech, recrute pour le compte d’un de ses partenaires des agents de réservations bilingues : anglophones/ francophones en réception d’appels, ( les deux langues sont obligatoires). Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français / Anglais 
170, MARRAKECH - PROFILS BILINGUES FRANCO-ANGLOPHONES EN RECEPTION D'APPELS SECTEUR DU TOURISME,Centres d'appels, Marrakech ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite des deux langues : anglais + français. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + prime de langue + prime production. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez-nous votre CV : recrutement@jobdeveloppement.net Tél. 0661476387 ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients sur Marrakech, recrute pour le compte d’un de ses partenaires des agents de réservations bilingues : anglophones/ francophones en réception d’appels, ( les deux langues sont obligatoires). Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée. ",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français / Anglais 
171, CASABLANCA - RÉCEPTION D'APPEL PARFAITEMENT FRANCOPHONE- SERVICE CLIENT,Centres d'appels, Casablanca ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,"Profil recherché pour le poste : Français excellent, BAC toutes branches et plus, Mâtures et sérieux, Bonne maîtrise d'outils informatiques, Motivé par un plan de carrière vous, évoluerez dans une entreprise qui offre de véritables opportunités. Nous offrons les avantages suivants : * Salaire net + primes de production, * CNSS + Mutuelle privée, * transport assuré, * Formation initiale rémunérée à 100%, * Challenges internes avec des lots à gagner, Horaires entre 8H/20H, 2 jours off par semaine. Envoyez votre CV à: recrutement@jobdeveloppement.net Tél.06 68 74 22 84.","Nous recrutons des chargés de clientèle francophone en réception d’appels pour différentes activités, afin de conseiller, assister et apporter des solutions aux clients.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
172, CASABLANCA - CONSEILLERS COMMERCIAUX EN RÉCEPTION D'APPELS – PRIMES ILLIMITEES,Centres d'appels, Casablanca ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,"PROFILS RECHERCHES * BAC et plus toutes branches * Maîtrise parfaite de la langue française à l'oral comme à l'écrit, * Maîtrise des outils informatiques, * Fibre commerciale Nous vous offrons - Horaires de travail : entre 8H et 20H. deuxième jour au cours de la semaine. - Salaire net + Primes mensuelles déplafonnées. - Formation gratuite, rémunérée et assurée par des formateurs de haut niveau. - Couverture sociale intégrale CNSS, mutuelle privée - Plan de carrière, évolution en interne rapide. - Transport assuré. Si vous avez un vrai sens du service et si vous êtes animés par le goût du travail en équipe, contactez-nous et offrez-vous une vie professionnelle épanouissante. Nous vous rappelons que nos prestations sont GRATUITES et AUCUNE formation ne vous sera proposée. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV à : recrutement@jobdeveloppement.net Tél. 06 68 74 22 84.","Après une formation de qualité et rémunérée par le Centre, Votre mission consiste à renseigner les clients sur les nouvelles offres proposées et à les accompagner sur les demandes à caractères techniques en l'occurrence les paramétrages multimédias. Le traitement est segmenté en deux opérations: EN RECEPTION D'appels et en MAILING Pour ce poste, nous exigeons une aisance en communication orale avec une bonne qualité rédactionnelle.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
173, MARRAKECH - TELECONSEILLERS BILINGUES FRANCO-ANGLOPHONES EN RECEPTION D'APPELS 5500DHS + PRIMES,Centres d'appels, Marrakech ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite des deux langues : anglais + français. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + prime de langue + prime production. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez-nous votre CV : recrutement@jobdeveloppement.net Tél. 0661476387 ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients sur Marrakech, recrute pour le compte d’un de ses partenaires des agents de réservations bilingues : anglophones/ francophones en réception d’appels, ( les deux langues sont obligatoires). Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français / Anglais 
174, CASABLANCA - RÉCEPTION D'APPELS FRANCOPHONES AU CENTRE VILLE,Centres d'appels, Casablanca ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,Profil recherché : Excellente maîtrise du français à l'oral et à l'écrit. Bonne capacité d'écoute et bonne reformulation. Assidu et ponctuel. Merci de nous envoyer votre CV à : recrutement@jobdeveloppement.net TEL 06 68 74 22 84. ,"Nous recrutons des charges de clientèle en réception d'appels, pour un fournisseur de gaz et d’électricité français. Votre mission : Consiste à donner aux clients les informations relatives à leurs demandes. Avantages du poste : Horaires rotatifs. Salaire 4500dhs + prime de rendement Contrat CDI + AVANTAGES SOCIAUX (CNSS+mutuelle privée) Formation rémunérée a 100 % du salaire.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
175, Conseiller Clientèle Francophone - Réception- Secteur Automobile -Casa,Centres d'appels, Casablanca ,1 semaine avant,Société: JOB DEVELOPPEMENT , CDI ,"PROFIL RECHERCHE Français excellent, BAC toutes branches et plus, Mâtures et sérieux, Motivé par un plan de carrière vous évoluerez dans une entreprise qui offre de véritables opportunités. Nous offrons les avantages suivants : * Salaire net de 4500dhs + primes de production * Horaires 8H-18H ou 9H-19H + week-end off, * CNSS + Mutuelle privée, * Heures supplémentaires rémunérées, * Formation initiale rémunérée à 100%, * Challenges internes avec des lots à gagner, * Transport assuré. Envoyez votre CV à: recrutement@jobdeveloppement.net Tél.06 68 74 22 84. WhatsApp 06 68 74 22 84. ","Nous recrutons des chargés de clientèle en réception d’appels pour le service client D’UN GROUPE AUTOMOBILE INTERNATIONAL, afin de conseiller, assister et apporter des solutions à ses clients.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
176, Téléconseillers Francophone,Centres d'appels, Tanger ,1 semaine avant,Société: IPSUM CONSULTING SERVICES , CDI ,"Sous la responsabilité de votre manager, vous serez en charge d assurer une prospection téléphonique active.Argumenter et rebondir sur les objections. - Prendre des RDV en validant le cahier de charge. - Appliquer nos techniques de ventes dans le respect des procédures internes Nous vous offrons un cadre de travail très professionnel et motivant .Vous aurez des avantages sociaux dés le premier mois d'intégration .Contrat CDI+UN SALAIRE FIXE ET DES PRIMES","Nous sommes à la recherche d'une personne qui maîtrise parfaitement la langue française avec une bonne élocution et articulation. Qui a le Sens de la négociation et de la persuasion. - une personne qui a la Capacité d’écoute,dynamique, organisée et qui peut travailler en équipe.",Gestion globale de la relation clients à distance.-l'externalisation de processus métiers et dans le traitement spécifique de l'information et de données, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
177, CONSEILLER(E)S En Assurances France,Centres d'appels, Kenitra ,1 semaine avant,Société: VAR PARTENAIRES , CDI , Experts en télévente ,Commerciaux/Gestionnaires,Nous sommes un centre d'appel spécialisé dans la commercialisation des produits d'assurances français , CDI , Banque / Assurance , Junior (de 3 à 5 ans) , BAC+2 , Français 
178, On recrute sur MARRAKECH DES PROFILS FRANCO,non spécifié, Marrakech ,1 semaine avant,Société: ADDWORK , CDI ,"Notre centre de contact multicanal dispose d’une équipe de professionnels hautement qualifiée, ainsi que d’un ensemble d’outils et infrastructures techniques mise en place pour une gestion efficace de tout projet. Nous nous adaptons rapidement et efficacement aux besoins de nos clients dans le respect des objectifs fixés afin de gagner la confiance et la satisfaction des prospects à forts potentiels. Nos nombreuses années d’expériences en tant que centre d’appel francophone nous ont permis d’œuvrer et d’exceller dans plusieurs domaines d’activités.","Notre centre de contact multicanal dispose d’une équipe de professionnels hautement qualifiée, ainsi que d’un ensemble d’outils et infrastructures techniques mise en place pour une gestion efficace de tout projet. Nous nous adaptons rapidement et efficacement aux besoins de nos clients dans le respect des objectifs fixés afin de gagner la confiance et la satisfaction des prospects à forts potentiels. Nos nombreuses années d’expériences en tant que centre d’appel francophone nous ont permis d’œuvrer et d’exceller dans plusieurs domaines d’activités.",Cabinet de recrutement, CDI ,non spécifié, Débutant (de 1 à 3 ans) , BAC , Français 
