,Poste,Secteurs,nombre de postes,date publication,date de debut,lieux,contrats,description de profil,formations,Expérience professionnelle,langues,competences spécifiques
980,  Secrétaire Administrative,non spécifié,1,08/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
981,  Technicien Froid Junior,non spécifié,2,08/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
982,  Equipier,non spécifié,30,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
983,  CHEF DE CHANTIER,non spécifié,1,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
984,  Consultant Cyber Sécurité,non spécifié,1,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
985,  20 Téléconseiller Et Assistant Production,non spécifié,20,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
986,  OPERATEURS -OPERATRICES,non spécifié,60,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
987,  AIDE COMPTABLE,non spécifié,1,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
988,  ASSISTANTE ADMINISTRATIVE,non spécifié,1,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
989,  METREUR,non spécifié,1,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
990,  Chef D'équipe,non spécifié,2,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
991,  Vendeur/Vendeuse,non spécifié,8,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
992,  VERIFICATEUR DE CHRONOTACHYGRAPHES,non spécifié,2,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
993,  Gestionnaire Des Domaines Agricoles Spécialité Agrumes,non spécifié,2,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
994,  Technicien D’élevage Bovins,non spécifié,3,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
995,  Technicien Froid Et Climatisation,non spécifié,2,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
996,  COORDINATEUR,non spécifié,2,07/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
997,"  Enseignants De Français Sur Brnguerir, Youssoufia, Safi Et Eljadida Bac +3 Avec Une Bonne Maîtrise Du Français à L' écrit Comme à L' Oral",non spécifié,10,06/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
998,   Téléconseiller,non spécifié,6,06/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
999,   Dessinateur Du Bâtiment,non spécifié,2,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1000,  Opérateurs De Centrale à Béton.,non spécifié,4,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1001,  Contrôleur De Gestion.,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1002,  (1)assistante Comptable/ (2) Comptables Stagiaires,non spécifié,3,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1003,  Superviseurs Instrumentation,non spécifié,10,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1004,  Opératrice De Câblage,non spécifié,30,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1005,  OPERATEUR DE PRODUCTION,non spécifié,85,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1006,  Représentant Commercial De Gros Pour Produits De Farines & Couscous مسؤول تجاري للبائعين بالجملة,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1007,  1 Commercial De Gros Pour Produits De Farines & Couscous مسؤول تجاري للبائعين بالجملة Zone Nord,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1008,  Directeur SPA,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1009,  Infographiste,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1010,  Chef D'équipe Montage,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1011,  Soudeur - Chaudronnier,non spécifié,1,05/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1012,  SUPERVISEUR GARDINAGE,non spécifié,1,04/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1013,  SURVEILLANCE /INTERVENTION /GARDIENNAGE,non spécifié,50,04/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1014,  TECHNICIEN EN FROID ET CLIMATISATION,non spécifié,4,04/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1015,  Agent Commercial,non spécifié,1,04/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1016,  Électromécanicien,non spécifié,1,04/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1017,  Responsable De Plateau De Centre D’appel,non spécifié,1,04/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1018,  On Cherche Ingénieur En Electricité Ou Tech Sp En Électricité,non spécifié,1,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1019,  Opératrices De Câblage : Lieu De Travail Berrechid.,non spécifié,50,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1020,  Technicien Plombier,non spécifié,10,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1021,  Agent Administratif Au Service Administration Du Personnel,non spécifié,1,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1022,  Animateur/trice Des Cours De Soutien Scolaire,non spécifié,4,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1023,   Opérateur De Saisie,non spécifié,300,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1024,  Employé De Libre Service,non spécifié,20,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1025,  Responsable Magasin -Gérant-,non spécifié,1,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1026,  Responsable Magasin -Gérant-,non spécifié,1,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1027,  INFIRMIER DE TRAVAIL,non spécifié,1,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1028,   Commercial/Commerciale,non spécifié,2,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1029,  Employé De Libre Service,non spécifié,20,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1030,  Employé De Libre Service,non spécifié,60,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1031,  Animateur/trice Des Cours De Soutien Scolaire Sur TIZNIT / TNIN ADAY,non spécifié,3,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1032,  Technicien électrique Faible Courant,non spécifié,10,01/12/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1033,  Technicien En Dessin De Bâtiment / Dessinateur,non spécifié,2,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1034,  Secrétaire,non spécifié,2,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1035,  SECRETAIRE DE DIRECTION,non spécifié,1,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1036,  DESSINATEUR EN BÂTIMENT,non spécifié,3,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1037,   Employé De Hall,non spécifié,2,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1038,  Agent De Sécurité Et De Surveillance,non spécifié,160,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1039,  Superviseurs Restauration,non spécifié,1,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1040,  Infirmières Polyvalentes Ou Auxiliaire,non spécifié,2,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1041,   Gouvernante,non spécifié,1,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1042,  COMMERCIAL,non spécifié,2,30/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1043,  Conducteur Des Travaux Spécialisé,non spécifié,1,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1044,  Pizzaïolo,non spécifié,1,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1045,  Animateur Surveillant Préscolaires,non spécifié,40,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1046,  Informaticien,non spécifié,1,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1047,  OPERATRICE D'ASSEMBLAGE,non spécifié,10,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1048,  OPERATEUR DE CABLAGE AERONAUTIQUE,non spécifié,100,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1049,  Employé(e) Base De Donnée,non spécifié,1,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1050,  Attaché Commercial,non spécifié,5,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1051,   Enseignant Des écoles,non spécifié,6,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1052,  Assistante Juridique,non spécifié,1,29/11/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
